Bay of Biscay _ 335 ,   continental shelf ,  kgC/km² ,  BOX(-8.00000002711554 43.0000004887997,-2.45344189409025e-08 48.0000000024435) ,  Lassalle G.,Gascuel D., Lobry J.,Pierce G.J.,Ridoux V.,Santos M.B.,Spitz J.,Niquil N.(2012). An ecosystem approach for the assessment of fisheries impacts on marine top predators: the Bay of Biscay case study ICES Journal of Marine Science: Journal du Conseil. pp 925-938   
32 30 
Pursuit divers seabirds 
Surface feeders seabirds 
Striped dolphins 
Bottlenose dolphins 
Common dolphins 
Long-finned pilot whales 
Harbour porpoises 
Piscivorous demersal fish 
Piscivorous and benthivorous demersal fish 
Suprabenthivorous demersal fish 
Benthivorous demersal fish 
Mackerel 
Horse mackerel 
Anchovy 
Sardine 
Sprat 
Benthic cephalopods 
Pelagic cephalopods 
Carnivorous benthic invertebrates 
Necrophagous benthic invertebrates 
Sub-surface deposit feeders invertebrates 
Surface suspension and deposit feeders inv 
Benthic meiofauna 
Suprabenthic invertebrates 
Macrozooplankton 
Mesozooplankton 
18 32 23.42067 
19 9 122.2838 
19 11 31.92494 
19 13 20.9768 
19 17 15.27227 
19 18 5.290814 
19 19 68.47387 
19 32 268.8275 
20 9 8.893368 
20 11 7.981235 
20 19 6.713125 
20 32 54.30457 
21 9 13.34005 
21 11 19.15496 
21 17 5.745283 
21 19 275.2381 
21 32 625.8416 
22 9 104.4971 
22 11 86.19734 
22 17 5.745283 
22 19 362.5088 
22 32 695.0595 
23 19 281.9513 
23 21 638.7376 
23 32 2079.311 
24 9 4.446684 
24 10 626.7568 
24 13 10.4884 
24 17 13.09052 
24 18 9.523466 
24 19 46.99188 
24 32 808.7022 
25 2 0.6128058 
25 6 0.428593 
25 10 288.638 
25 12 136.7656 
25 13 157.326 
25 17 25.45378 
25 18 9.523466 
25 19 80.5575 
25 32 1860.806 
26 10 676.2376 
26 12 420.5703 
26 13 758.3113 
26 14 484.133 
26 15 1321.298 
26 16 576.9502 
26 18 3.174489 
26 19 147.6887 
26 24 190.0 
26 25 912.0 
26 26 2552.0 
26 32 20839.28 
27 12 21.18904 
27 13 52.442 
27 15 148.646 
27 24 190.0 
27 25 912.0 
27 26 25520.0 
27 27 11300.16 
27 32 115009.2 
28 27 36725.52 
28 32 73313.05 
29 15 181.6784 
29 22 1881.012 
29 23 500.0 
29 24 3420.0 
29 25 2736.0 
29 26 15312.0 
29 27 81926.16 
29 32 18517.15 
30 27 50850.72 
30 32 16797.28 
31 1 1.23623 
31 2 1.480947 
31 9 8.893368 
31 11 1.596247 
31 19 13.42625 
31 20 5.19282 
31 32 14.84414 
32 19 40.27875 
32 20 254.4482 
32 21 1239.902 
32 22 1254.008 
32 23 4500.0 
32 26 7656.0 
32 27 101701.4 
32 28 129457.1 
-1 
