"Neuse estuary flow model, late summer 1997 [nls97.dat]                          6" 
30 27 
Phytoplankton 
Free living bacteria 
Benthic microalgae 
Zooplankton 
Jelly fish 
Brown & Pink shrimp 
White shrimp 
Oyster 
Other susp. feed. mollusk 
Deposit feeing gastropods 
Predatory gastropods 
Deposit feeding polychaet 
Predatory polychaetes 
Deposit feed. amphipods 
Isopods 
Meiobenthos 
Blue crab 
Pelagic fish 
Pelagic-demersal fish 
Demersal fish 
Blue fish & Flounder 
Birds 
Sea turtles 
Large predators 
Sediment bacteria 
DOC 
Suspended POC 
Sediment POC 
Pelagic carrion 
Demersal carrion 
1 1755.0
2 1406.4
3 100.0
4 1034.0
5 0.61
6 16.3
7 38.1
8 33.0
9 6008.0
10 9.4
11 3.6
12 56.5
13 8.87
14 19.7
15 0.3
16 558.0
17 1.6
18 19.0
19 3.0
20 987.0
21 27.5
22 0.005
23 0.00174
24 0.85
25 700.0
26 2596.0
27 4406.0
28 350000.0
29 0.06
30 0.01
-1 
1 1609.0
2 0.0
3 44.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 2012.401
27 332.169
28 641.5792
29 1e-06
30 1e-06
-1 
1 288.0801
2 0.0
3 0.0
4 822.264
5 0.001
6 0.087
7 0.583
8 0.46
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.03
18 0.031
19 0.0005
20 1.308
21 0.06
22 0.005
23 2.4e-06
24 0.0012
25 0.0
26 0.0
27 0.0
28 0.0
29 1e-06
30 1e-06
-1 
1 700.0
2 1213.2
3 16.0
4 636.0
5 0.001
6 0.4
7 2.0
8 0.36
9 58.0
10 0.55
11 0.05
12 1.4
13 0.27
14 1.45
15 0.02
16 107.0
17 0.1
18 0.65
19 0.02
20 12.1
21 0.14
22 0.183
23 6.3e-06
24 0.003
25 778.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
-1 
1 4 355.0 
1 8 0.6 
1 9 38.0 
1 18 0.32 
1 26 227.0 
2 4 1298.0 
2 26 84.9 
2 27 0.1 
3 6 0.1 
3 7 0.4 
3 10 0.02 
3 12 1.0 
3 13 0.15 
3 14 0.75 
3 15 0.015 
3 16 20.0 
3 28 5.565 
4 5 0.003 
4 18 1.12 
4 19 0.013 
4 20 3.6 
4 27 190.0 
5 27 0.001 
6 22 0.033 
6 27 0.08 
7 22 0.017 
7 27 0.4 
8 28 0.18 
9 11 0.011 
9 17 0.08 
9 19 0.015 
9 20 14.4 
9 21 0.066 
9 23 2.35e-06 
9 28 48.428 
10 11 0.05 
10 28 0.4 
11 23 3.34e-06 
11 28 0.06 
12 6 0.1 
12 7 0.3 
12 11 0.027 
12 13 0.03 
12 17 0.02 
12 22 0.003 
12 28 1.32 
13 11 0.022 
13 17 0.02 
13 28 0.188 
14 6 0.1 
14 7 0.3 
14 28 0.35 
15 28 0.01 
16 6 0.15 
16 7 1.2 
16 12 0.6 
16 13 0.08 
16 14 0.09 
16 17 0.04 
16 19 0.0085 
16 20 14.4 
16 21 0.066 
16 22 0.003 
16 28 111.3625 
17 23 3.43e-06 
17 28 0.03 
18 19 0.0085 
18 21 0.1 
18 24 0.0005 
18 27 0.81 
19 19 0.005 
19 24 0.0045 
19 28 0.02 
20 20 3.6 
20 21 0.208 
20 22 0.184 
20 28 18.6 
21 28 0.24 
22 28 0.052 
23 28 1e-06 
24 28 0.0008 
25 6 0.15 
25 10 0.01 
25 12 0.8 
25 13 0.12 
25 14 0.68 
25 15 0.0075 
25 16 107.5 
25 26 272.0 
25 28 590.7325 
26 2 2596.3 
27 8 0.4 
27 9 83.0 
27 18 0.16 
27 28 440.0 
28 10 0.01 
28 12 0.8 
28 13 0.12 
28 14 0.68 
28 15 0.0075 
28 16 107.5 
28 25 1750.0 
-1 
